number,name,type1,type2,total_stats,hp,attack,defense,sp_atk,sp_def,speed,generation,legendary
760,bewear,normal,fighting,500,120,125,80,55,60,60,7,False
761,bounsweet,grass,none,210,42,30,38,30,38,32,7,False
762,steenee,grass,none,290,52,40,48,40,48,62,7,False
763,tsareena,grass,none,510,72,120,98,50,98,72,7,False
764,comfey,fairy,none,485,51,52,90,82,110,100,7,False
765,oranguru,normal,psychic,490,90,60,80,90,110,60,7,False
766,passimian,fighting,none,490,100,120,90,40,60,80,7,False
767,wimpod,bug,water,230,25,35,40,20,30,80,7,False
768,golisopod,bug,water,530,75,125,140,60,90,40,7,False
769,sandygast,ghost,ground,320,55,55,80,70,45,15,7,False
770,palossand,ghost,ground,480,85,75,110,100,75,35,7,False
771,pyukumuku,water,none,410,55,60,130,30,130,5,7,False
772,type: null,normal,none,534,95,95,95,95,95,59,7,False
773,silvally,normal,none,570,95,95,95,95,95,95,7,False
774,minior meteor forme,rock,flying,440,60,60,100,60,100,60,7,False
774,minior core forme,rock,flying,500,60,100,60,100,60,120,7,False
775,komala,normal,none,480,65,115,65,75,95,65,7,False
776,turtonator,fire,dragon,485,60,78,135,91,85,36,7,False
777,togedemaru,electric,steel,435,65,98,63,40,73,96,7,False
778,mimikyu,ghost,fairy,476,55,90,80,50,105,96,7,False
779,bruxish,water,psychic,475,68,105,70,70,70,92,7,False
780,drampa,normal,dragon,485,78,60,85,135,91,36,7,False
781,dhelmise,ghost,grass,517,70,131,100,86,90,40,7,False
782,jangmo-o,dragon,none,300,45,55,65,45,45,45,7,False
783,hakamo-o,dragon,fighting,420,55,75,90,65,70,65,7,False
784,kommo-o,dragon,fighting,600,75,110,125,100,105,85,7,False
785,tapu koko,electric,fairy,570,70,115,85,95,75,130,7,True
786,tapu lele,psychic,fairy,570,70,85,75,130,115,95,7,True
787,tapu bulu,grass,fairy,570,70,130,115,85,95,75,7,True
788,tapu fini,water,fairy,570,70,75,115,95,130,85,7,True
789,cosmog,psychic,none,200,43,29,31,29,31,37,7,True
790,cosmoem,psychic,none,400,43,29,131,29,131,37,7,True
791,solgaleo,psychic,steel,680,137,137,107,113,89,97,7,True
792,lunala,psychic,ghost,680,137,113,89,137,107,97,7,True
793,nihilego,rock,poison,570,109,53,47,127,131,103,7,False
794,buzzwole,bug,fighting,570,107,139,139,53,53,79,7,False
795,pheromosa,bug,fighting,570,71,137,37,137,37,151,7,False
796,xurkitree,electric,none,570,83,89,71,173,71,83,7,False
797,celesteela,steel,flying,570,97,101,103,107,101,61,7,False
798,kartana,grass,steel,570,59,181,131,59,31,109,7,False
799,guzzlord,dark,dragon,570,223,101,53,97,53,43,7,False
800,necrozma,psychic,none,600,97,107,101,127,89,79,7,True
800,dusk mane necrozma,psychic,steel,680,97,157,127,113,109,77,7,True
800,dawn wings necrozma,psychic,ghost,680,97,113,109,157,127,77,7,True
800,ultra necrozma,psychic,dragon,754,97,167,97,167,97,129,7,True
801,magearna,steel,fairy,600,80,95,115,130,115,65,7,True
802,marshadow,fighting,ghost,600,90,125,80,90,90,125,7,True
803,poipole,poison,none,420,67,73,67,73,67,73,7,False
804,naganadel,poison,dragon,540,73,73,73,127,73,121,7,False
805,stakataka,rock,steel,570,61,131,211,53,101,13,7,False
806,blacephalon,fire,ghost,570,53,127,53,151,79,107,7,False
807,zeraora,electric,none,600,88,112,75,102,80,143,7,True
808,meltan,steel,none,300,46,65,65,55,35,34,0,True
809,melmetal,steel,none,600,135,143,143,80,65,34,0,True
809,gigantamax melmetal,steel,none,600,135,143,143,80,65,34,0,True
810,grookey,grass,none,310,50,65,50,40,40,65,8,False
811,thwackey,grass,none,420,70,85,70,55,60,80,8,False
812,rillaboom,grass,none,530,100,125,90,60,70,85,8,False
812,gigantamax rillaboom,grass,none,530,100,125,90,60,70,85,8,False
813,scorbunny,fire,none,310,50,71,40,40,40,69,8,False
814,raboot,fire,none,420,65,86,60,55,60,94,8,False
815,cinderace,fire,none,530,80,116,75,65,75,119,8,False
815,gigantamax cinderace,fire,none,530,80,116,75,65,75,119,8,False
816,sobble,water,none,310,50,40,40,70,40,70,8,False
817,drizzile,water,none,420,65,60,55,95,55,90,8,False
818,inteleon,water,none,530,70,85,65,125,65,120,8,False
818,gigantamax inteleon,water,none,530,70,85,65,125,65,120,8,False
819,skwovet,normal,none,275,70,55,55,35,35,25,8,False
820,greedent,normal,none,460,120,95,95,55,75,20,8,False
821,rookidee,flying,none,245,38,47,35,33,35,57,8,False
822,corvisquire,flying,none,365,68,67,55,43,55,77,8,False
823,corviknight,flying,steel,495,98,87,105,53,85,67,8,False
823,gigantamax corviknight,flying,steel,495,98,87,105,53,85,67,8,False
824,blipbug,bug,none,180,25,20,20,25,45,45,8,False
825,dottler,bug,psychic,335,50,35,80,50,90,30,8,False
826,orbeetle,bug,psychic,505,60,45,110,80,120,90,8,False
826,gigantamax orbeetle,bug,psychic,505,60,45,110,80,120,90,8,False
827,nickit,dark,none,245,40,28,28,47,52,50,8,False
828,thievul,dark,none,455,70,58,58,87,92,90,8,False
829,gossifleur,grass,none,250,40,40,60,40,60,10,8,False
830,eldegoss,graass,none,460,60,50,90,80,120,60,8,False
831,wooloo,normal,none,270,42,40,55,40,45,48,8,False
832,dubwool,normal,none,490,72,80,100,60,90,88,8,False
833,chewtle,water,none,284,50,64,50,38,38,44,8,False
834,drednaw,water,rock,485,90,115,90,48,68,74,8,False
834,gigantamax drednaw,water,rock,485,90,115,90,48,68,74,8,False
835,yamper,electric,none,270,59,45,50,40,50,26,8,False
836,boltund,electric,none,490,69,90,60,90,60,121,8,False
837,rolycoly,rock,none,240,30,40,50,40,50,30,8,False
838,carkol,rock,fire,410,80,60,90,60,70,50,8,False
839,coalossal,rock,fire,510,110,80,120,80,90,30,8,False
839,gigantamax coalossal,rock,fire,510,110,80,120,80,90,30,8,False
840,applin,grass,dragon,260,40,40,80,40,40,20,8,False
841,flapple,grass,dragon,485,70,110,80,95,60,70,8,False
841,gigantamax flapple,grass,dragon,485,70,110,80,95,60,70,8,False
842,appletun,grass,dragon,485,110,85,80,100,80,30,8,False
842,gigantamax appletun,grass,dragon,485,110,85,80,100,80,30,8,False
843,silicobra,ground,none,315,52,57,75,35,50,46,8,False
844,sandaconda,ground,none,510,72,107,125,65,70,71,8,False
844,gigantamax sandaconda,ground,none,510,72,107,125,65,70,71,8,False
845,cramorant,flying,water,475,70,85,55,85,95,85,8,False
846,arrokuda,water,none,280,41,63,40,40,30,66,8,False
847,barraskewda,water,none,490,61,123,60,60,50,136,8,False
848,toxel,electric,poison,242,40,38,35,54,35,40,8,False
849,toxtricity amped forme,electric,poison,502,75,98,70,114,70,75,8,False
849,toxitricity low key forme,electric,poison,502,75,98,70,114,70,75,8,False
849,gigantamax toxitricity,electric,poison,502,75,98,70,114,70,75,8,False
850,sizzlipede,fire,bug,305,50,65,45,50,50,45,8,False
851,centiskorch,fire,bug,525,100,115,65,90,90,65,8,False
851,gigantamax centiskorch,fire,bug,525,100,115,65,90,90,65,8,False
852,clobbopus,fighting,none,310,50,68,60,50,50,32,8,False
853,grapploct,fighting,none,480,80,118,90,70,80,42,8,False
854,sinistea,ghost,none,308,40,45,45,74,54,50,8,False
855,polteageist,ghost,none,508,60,65,65,134,114,70,8,False
856,hatenna,psychic,none,265,42,30,45,56,53,39,8,False
857,hattrem,psychic,none,370,57,40,65,86,73,49,8,False
858,hatterene,psychic,fairy,510,57,90,95,136,103,29,8,False
858,gigantamax hatterene,psychic,fairy,510,57,90,95,136,103,29,8,False
859,impidimp,dark,fairy,265,45,45,30,55,40,50,8,False
860,morgrem,dark,fairy,370,65,60,45,75,55,70,8,False
861,grimmsnarl,dark,fairy,510,95,120,65,95,75,60,8,False
861,gigantamax grimmsnarl,dark,fairy,510,95,120,65,95,75,60,8,False
862,obstagoon,dark,normal,520,93,90,101,60,81,95,8,False
863,perrserker,steel,none,440,70,110,100,50,60,50,8,False
864,cursola,ghost,none,510,60,95,50,145,130,30,8,False
865,sirfetch'd,fighting,none,507,62,135,95,68,82,65,8,False
866,mr. rime,ice,psychic,520,80,85,75,110,100,70,8,False
867,runerigus,ground,ghost,483,58,95,145,50,105,30,8,False
868,milcery,fairy,none,270,45,40,40,50,61,34,8,False
869,alcremie,fairy,none,495,65,60,75,110,121,64,8,False
869,gigantamax alcremie,fairy,none,495,65,60,75,110,121,64,8,False
870,falinks,fighting,none,470,65,100,100,70,60,75,8,False
871,pincurchin,electric,none,435,48,101,95,91,85,15,8,False
872,snom,ice,bug,185,30,25,35,45,30,20,8,False
873,frosmoth,ice,bug,475,70,65,60,125,90,65,8,False
874,stonjourner,rock,none,470,100,125,135,20,20,70,8,False
875,eiscue ice face,ice,none,470,75,80,110,65,90,50,8,False
875,eiscue noice face,ice,none,470,75,80,70,65,50,130,8,False
876,indeedee male,psychic,normal,475,60,65,55,105,95,95,8,False
876,indeedee female,psychic,normal,475,70,55,65,95,105,85,8,False
877,morpeko full belly mode,electric,dark,436,58,95,58,70,58,97,8,False
877,morpeko hangry mode,electric,dark,436,58,95,58,70,58,97,8,False
878,cufant,steel,none,330,72,80,49,40,49,40,8,False
879,copperajah,steel,none,500,122,130,69,80,69,30,8,False
879,gigantamax copperajah,steel,none,500,122,130,69,80,69,30,8,False
880,dracozolt,electric,dragon,505,90,100,90,80,70,75,8,False
881,arctozolt,electric,ice,505,90,100,90,90,80,55,8,False
882,dracovish,water,dragon,505,90,90,100,70,80,75,8,False
883,arctovish,water,ice,505,90,90,100,80,90,55,8,False
884,duraludon,steel,dragon,535,70,95,115,120,50,85,8,False
884,gigantamax duraludon,steel,dragon,535,70,95,115,120,50,85,8,False
885,dreepy,dragon,ghost,270,28,60,30,40,30,82,8,False
886,drakloak,dragon,ghost,410,68,80,50,60,50,102,8,False
887,dragapult,dragon,ghost,600,88,120,75,100,75,142,8,False
888,zacian hero of many battles,fairy,none,670,92,130,115,80,115,138,8,True
888,zacian crowned sword forme,fairy,steel,720,92,170,115,80,115,148,8,True
889,zamazenta hero of many battles,fighting,none,670,92,130,115,80,115,138,8,True
889,zamazenta crowned sheild forme,fighting,steel,720,92,130,145,80,145,128,8,True
890,eternatus,poison,dragon,690,140,85,95,145,95,130,8,True
890,eternamax eternatus,poison,dragon,1125,255,115,250,125,250,130,8,True
891,kubfu,fighting,none,385,60,90,60,53,50,72,8,True
892,urshifu single strike style,fighting,dark,550,100,130,100,63,60,97,8,True
892,gigantamax urshifu single strike style,fighting,dark,550,100,130,100,63,60,97,8,True
892,urshifu rapid strike style,fighting,water,550,100,130,100,63,60,97,8,True
892,gigantamax urshifu rapid strike style,fighting,water,550,100,130,100,63,60,97,8,True
893,zarude,dark,grass,600,105,120,105,70,95,105,8,True
893,dada zarude,dark,grass,600,105,120,105,70,95,105,8,True
894,regieleki,electric,none,580,80,100,50,100,50,200,8,True
895,regidrago,dragon,none,580,200,100,50,100,50,80,8,True
896,glastrier,ice,none,580,100,145,130,65,110,30,8,True
897,spectrier,ghost,none,580,100,65,60,145,80,130,8,True
898,calyrex,psychic,grass,500,100,80,80,80,80,80,8,True
898,ice rider calyrex,psychic,ice,680,100,165,150,85,130,50,8,True
898,shadow rider calyrex,psychic,ghost,680,100,85,80,165,100,150,8,True
